Title,Company,Location,Experience,Experience_Min,Experience_Max,Salary,Salary_Min,Salary_Max,Skills,Job_Category,Keyword,Source,Posted_Date,Work_Mode,Job_Link,Role_Category
Business Analyst,Bajaj Finance,Pune,2-6 Yrs,2.0,6.0,Not Available,,,"AI, Automation, Azure, Business Analyst, Compliance, Fintech, Use Cases, User Stories",Business Analyst,Business Analyst,Naukri,1 day ago,On-site,https://www.naukri.com/job-listings-business-analyst-bajaj-finance-limited-pune-2-to-6-years-290726924151,Business Analyst
Data Analyst,Bajaj Finance,Pune,1-2 Yrs,1.0,2.0,Not Available,,,"Azure, Big Data, Data Analyst, Devops, Eda, Elt, Power BI, Tableau",Data Analyst,Data Analyst,Naukri,1 day ago,On-site,https://www.naukri.com/job-listings-data-analyst-bajaj-finance-limited-pune-1-to-2-years-290726924353,Data Analyst
Digital Technology Experienced Professional - Data Engineer,Baker Hughes,Bengaluru,8-13 Yrs,8.0,13.0,Not Available,,,"AI, Cloud Data, Copilot, Data Architecture, Data Engineer, Data Operations, Data Pipelines, Debug",Data Engineering,Data Engineer,Naukri,3 days ago,On-site,https://www.naukri.com/job-listings-digital-technology-experienced-professional-data-engineer-baker-hughes-the-network-bengaluru-8-to-13-years-280726502477,Data Engineering
Reporting and Forecasting Operational Analyst,Baker Hughes,Pune,7-12 Yrs,7.0,12.0,Not Available,,,"Automation, Continuous Improvement, Data Quality, Operations Analyst, Project Management, Project Planning, SAP, Valves",Other Analyst,Reporting Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-reporting-and-forecasting-operational-analyst-baker-hughes-the-network-pune-7-to-12-years-180526500353,Other Analyst
Reporting and Forecasting Operational Analyst,Baker Hughes,Mumbai,7-12 Yrs,7.0,12.0,Not Available,,,"Automation, Continuous Improvement, Data Quality, Operations Analyst, Project Management, Project Planning, SAP, Valves",Other Analyst,Reporting Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-reporting-and-forecasting-operational-analyst-baker-hughes-the-network-mumbai-7-to-12-years-180526500352,Other Analyst
Reporting and Forecasting Operational Analyst,Baker Hughes,Gurugram,7-12 Yrs,7.0,12.0,Not Available,,,"Automation, Continuous Improvement, Data Quality, Operations Analyst, Project Management, Project Planning, SAP, Valves",Other Analyst,Reporting Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-reporting-and-forecasting-operational-analyst-baker-hughes-the-network-gurugram-7-to-12-years-180526500354,Other Analyst
Senior Data Analyst Data Analytics,Baker Tilly Dhc,Bengaluru,3-8 Yrs,3.0,8.0,Not Available,,,"Analytical, Assurance, Business Analytics, Consulting, Operations, Recruitment, Trend Analysis, Variance Analysis",Data Analyst,Analytics,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-senior-data-analyst-data-analytics-baker-tilly-dhc-bengaluru-3-to-8-years-070526502171,Data Analyst
Reporting Analyst,Balboa Tech,New Delhi,2-4 Yrs,2.0,4.0,Not Available,,,"Data Analytics, Data Interpretation, Data Mining, Excel, Macros, Power BI, Reporting Analyst, Vba",Business Intelligence,Reporting Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-reporting-analyst-balboa-tech-new-delhi-2-to-4-years-240522500836,Business Intelligence
Senior Research Analyst,Bandhan Life,Mumbai,5-7 Yrs,5.0,7.0,Not Available,,,"Analysis, Cfa, Finance, Financial Security, Insurance, Research, Research Analyst, Valuation",Research Analyst,Research Analyst,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-senior-research-analyst-bandhan-life-insurance-limited-mumbai-5-to-7-years-240726501594,Research Analyst
Senior Research Analyst,Bandhan Life,Hybrid - Mumbai,5-7 Yrs,5.0,7.0,20-25 Lacs PA,20.0,25.0,"Analysis, Equity, Equity Analysis, Equity Research, Research, Research Analysis, Senior",Research Analyst,Research Analyst,Naukri,1 week ago,Hybrid,https://www.naukri.com/job-listings-senior-research-analyst-bandhan-life-mumbai-5-to-7-years-220726031679,Research Analyst
Data Analyst,Banking,Mumbai (All Areas)(Lower Parel),3-8 Yrs,3.0,8.0,5-12 Lacs PA,5.0,12.0,"Apache, Data Analysis, Data Engineering, Data Modeling, ETL, Hadoop, Pdi, SQL",Data Analyst,Data Analyst,Naukri,3 days ago,On-site,https://www.naukri.com/job-listings-data-analyst-topgear-consultants-mumbai-all-areas-3-to-8-years-270726030500,Data Analyst
Senior Research Analyst,Banyan Tree Capital Advisory Services,Mumbai,3-5 Yrs,3.0,5.0,Not Available,,,"Economics, Equity Research, Fund Management, Maintenance, Reading, Research, Research Analyst, Valuation",Research Analyst,Research Analyst,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-senior-research-analyst-banyan-tree-capital-advisory-services-mumbai-3-to-5-years-160726501274,Research Analyst
BA4 - Research Analyst,Barclays,Mumbai,1-3 Yrs,1.0,3.0,Not Available,,,"Analytical, Business Analytics, Business Objects, Continuous Improvement, Risk Management, SAP, Senior Analyst, Web Analytics",Research Analyst,Research Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-ba4-research-analyst-barclays-shared-services-mumbai-1-to-3-years-230626501951,Research Analyst
Business Analyst,Barclays,Pune,0-13 Yrs,0.0,13.0,Not Available,,,"Agile, Business Analysis, Business Analyst, Business Strategy, Change Management, Process Design, Remediation, Visio",Business Analyst,Business Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-business-analyst-barclays-shared-services-pune-0-to-13-years-300326501449,Business Analyst
Insights and Analytics Business Analyst,Barclays,Pune,10-15 Yrs,10.0,15.0,Not Available,,,"Agile Delivery, Analytics Platforms, Articulate, Business Analysis, Business Analyst, Business Intelligence, Business Requirements, Business Strategy",Business Analyst,Business Analyst,Naukri,2 days ago,On-site,https://www.naukri.com/job-listings-insights-and-analytics-business-analyst-barclays-shared-services-pune-10-to-15-years-290726501523,Business Analyst
Risk Reporting Analyst,Barclays,Noida,0-4 Yrs,0.0,4.0,Not Available,,,"Analytical, Business Analysis, Continuous Improvement, Data Analysis, Operations, Relationship Management, Sas, Senior Analyst",Business Intelligence,Reporting Analyst,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-risk-reporting-analyst-barclays-shared-services-noida-0-to-4-years-060726501092,Business Intelligence
Senior AWS & ETL Developer,Barclays,Pune,4-12 Yrs,4.0,12.0,Not Available,,,"Analytical, Linux, Machine Learning, Mongodb, Nosql, Senior Analyst, Shell Scripting, Unix",ETL / Data Integration,Etl,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-senior-aws-etl-developer-barclays-shared-services-pune-4-to-12-years-240626501665,ETL / Data Integration
Senior ETL Developer,Barclays,Pune,4-12 Yrs,4.0,12.0,Not Available,,,"Assistant Vice President, Automation, Coding, Oracle, Performance Tuning, Shell Scripting, Unit Testing, Unix",ETL / Data Integration,Etl,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-senior-etl-developer-barclays-shared-services-pune-4-to-12-years-160626500753,ETL / Data Integration
Senior Python Developer,Barclays,Pune,7-13 Yrs,7.0,13.0,Not Available,,,"AI, Apache Airflow, Bdd, Behavior-Driven Development, Business Strategy, Cloud Platforms, Code Coverage, Css",Python Development,Python,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-senior-python-developer-barclays-shared-services-pune-7-to-13-years-160726500302,Python Development
Senior Machine Learning Engineer,Baseforge Technologies,Hyderabad,4-6 Yrs,4.0,6.0,Not Available,,,"Algorithm Development, Artificial Intelligence, C++, Customer Engagement, Data Processing, Machine Learning, Mining, Neural Networks",Machine Learning / AI,Machine Learning,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-senior-machine-learning-engineer-baseforge-technologies-hyderabad-4-to-6-years-080126500099,Machine Learning / AI
Business Intelligence Manager (CropScience),Bayer Zydus Pharma,Thane,4-7 Yrs,4.0,7.0,Not Available,,,"Automation, Business Intelligence, Data Analytics, Data Management, Market Data, Sales, Sales Process, Trend Analysis",Business Intelligence,Business Intelligence,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-business-intelligence-manager-cropscience-bayer-zydus-pharma-thane-4-to-7-years-080125506639,Business Intelligence
Machine Learning Engineer,Bayinfotech,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,3.0,5.0,Not Available,,,"Cloud, Computer Science, Database, Deployment, Machine Learning, Manager Technology, Natural Language Processing, Open Source",Machine Learning / AI,Machine Learning,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-machine-learning-engineer-bayinfotech-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-5-years-071124502428,Machine Learning / AI
Business Analytics Engineer,Becton Dickinson,Gurugram,4-5 Yrs,4.0,5.0,Not Available,,,"Analytics, Automation, Data Modeling, Data Structures, Microsoft, Performance Tuning, SAP, Workflow",Data Engineering,Analytics Engineer,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-business-analytics-engineer-bd-gurugram-4-to-5-years-230726502994,Data Engineering
Business Research Analyst,Bee Management Consultancy Pvt. Ltd,Hyderabad,5-7 Yrs,5.0,7.0,Not Available,,,"Business Analysis, Business Strategy, Consulting, Financial Services, Market Research, Medical Representative, Primary Research, Surveyor",Research Analyst,Research Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-business-research-analyst-bee-management-consultancy-pvt-ltd-hyderabad-5-to-7-years-310717500726,Research Analyst
Associate Consultant - Power BI,Beghou Consulting,Pune,2-4 Yrs,2.0,4.0,Not Available,,,"Agile, Analytics, Automation, Consulting, Data Analysis, Data Modeling, SQL, Unit Testing",Business Intelligence,Power Bi,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-associate-consultant-power-bi-beghou-consulting-india-private-limited-pune-2-to-4-years-250626501571,Business Intelligence
Associate Consultant- Advanced Analytics,Beghou Consulting,Bengaluru,2-4 Yrs,2.0,4.0,Not Available,,,"Analytical, Analytics, Computer Science, Consulting, Excel, Life Sciences, Pharma, Project Management",Advanced Analytics,Analytics,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-associate-consultant-advanced-analytics-beghou-consulting-india-private-limited-bengaluru-2-to-4-years-250626501570,Advanced Analytics
Consultant - ETL/Alteryx,Beinex,Kochi,4-5 Yrs,4.0,5.0,Not Available,,,"Alteryx, Consulting, ETL, Excel",ETL / Data Integration,Etl,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-consultant-etl-alteryx-beinex-consulting-kochi-4-to-5-years-120324502439,ETL / Data Integration
Data Engineer,Beinex,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-4 Yrs,2.0,4.0,Not Available,,,"Analytics, Cloud, Data, Data Engineering, Manager Technology, Microsoft, Technology, Technology Management",Data Engineering,Data Engineer,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-engineer-beinex-consulting-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-4-years-191125503988,Data Engineering
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Lucknow,3-8 Yrs,3.0,8.0,Not Available,,,"Data Architect, Data Architectures, Data Engineer, ETL, Machine Learning Models, Management, Python, SQL",Data Engineering,Data Engineer,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-lucknow-3-to-8-years-080726924002,Data Engineering
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Bhopal,3-8 Yrs,3.0,8.0,Not Available,,,"AWS, Architecture, Data Engineering, ETL, Google Big Query, Python, Redshift, SQL",Data Engineering,Data Engineer,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-bhopal-3-to-8-years-080726923927,Data Engineering
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Vadodara,3-8 Yrs,3.0,8.0,Not Available,,,"Aws Redshift, Data Architect, Data Warehouses, Etl Pipelines, Google Bigquery, Management, Python, SQL",Data Engineering,Data Engineer,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-vadodara-3-to-8-years-080726924020,Data Engineering
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Indore,3-8 Yrs,3.0,8.0,Not Available,,,"Architecture, Aws Redshift, Data Warehousing, ETL, Google Bigquery, Python, Real-Time Data Processing Systems, SQL",Data Engineering,Data Engineer,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-indore-3-to-8-years-080726924767,Data Engineering
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Agra,3-8 Yrs,3.0,8.0,Not Available,,,"Amazon Redshift, Data Architecture, Data Engineering, Data Warehousing, Machine Learning, Python, Rest, Scala",Data Engineering,Data Engineer,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-agra-3-to-8-years-080726923930,Data Engineering
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Bhubaneswar,3-8 Yrs,3.0,8.0,Not Available,,,"Aws Redshift, Data Engineering, Data Processing Systems, Data Warehouses, Etl Pipelines, Google Bigquery, Python, SQL",Data Engineering,Data Engineer,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-bhubaneswar-3-to-8-years-080726924004,Data Engineering
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Nagpur,3-8 Yrs,3.0,8.0,Not Available,,,"Aws Redshift, Data Engineering, Data Processing Systems, Data Warehouses, Etl Pipelines, Google Bigquery, Python, SQL",Data Engineering,Data Engineer,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-nagpur-3-to-8-years-080726924252,Data Engineering
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Kanpur,3-8 Yrs,3.0,8.0,Not Available,,,"Amazon Redshift, Data Architecture, Data Engineering, Data Warehousing, Machine Learning, Python, Rest, Scala",Data Engineering,Data Engineer,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-kanpur-3-to-8-years-080726923941,Data Engineering
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Guwahati,3-8 Yrs,3.0,8.0,Not Available,,,"Amazon Redshift, Data Architecture, Data Engineering, Data Warehousing, Machine Learning, Python, Rest, Scala",Data Engineering,Data Engineer,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-guwahati-3-to-8-years-080726923931,Data Engineering
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Patna,3-8 Yrs,3.0,8.0,Not Available,,,"Aws Redshift, Data Warehousing, ETL, Google Bigquery, Python, Real-Time Data Processing Systems, SQL, System",Data Engineering,Data Engineer,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-patna-3-to-8-years-080726923928,Data Engineering
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Faridabad,3-8 Yrs,3.0,8.0,Not Available,,,"Aws Redshift, Data Architect, Data Architecture, Data Warehousing, Google Bigquery, Python, SQL, Warehouse",Data Engineering,Data Engineer,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-faridabad-3-to-8-years-080726924738,Data Engineering
Manager / Data Engineer - Data Architect,Benovymed Healthcare,Visakhapatnam,3-8 Yrs,3.0,8.0,Not Available,,,"Architecture, Aws Redshift, Data Warehousing, ETL, Google Bigquery, Python, Real-Time Data Processing Systems, SQL",Data Engineering,Data Engineer,Naukri,3 weeks ago,On-site,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-visakhapatnam-3-to-8-years-080726924243,Data Engineering
Manager / Data Engineer-Data Architect,Benovymed Healthcare,New Delhi,3-15 Yrs,3.0,15.0,Not Available,,,Not Available,Data Engineering,Data Engineer,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-manager-data-engineer-data-architect-benovymed-healthcare-new-delhi-3-to-15-years-010525502789,Data Engineering
Principal Data Scientist - NLP/Machine Learning,Benovymed Healthcare Private Limited,Gurugram,0-5 Yrs,0.0,5.0,Not Available,,,"Artificial Intelligence, Data Modeling, Data Science, Data Scientist, Machine Learning, Nlp, NumPy, TensorFlow",Data Scientist,Data Scientist,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-principal-data-scientist-nlp-machine-learning-benovymed-healthcare-private-limited-gurugram-0-to-5-years-150726913663,Data Scientist
Principal Data Scientist/Sr Data Scientist - NLP/Machine Learning,Benovymed Healthcare Private Limited,Pune,0-5 Yrs,0.0,5.0,Not Available,,,"Artificial Intelligence, Data Modeling, Data Science, Data Scientist, Deep Learning, Machine Learning, Nlp, TensorFlow",Data Scientist,Data Scientist,Naukri,2 weeks ago,On-site,https://www.naukri.com/job-listings-principal-data-scientist-sr-data-scientist-nlp-machine-learning-benovymed-healthcare-private-limited-pune-0-to-5-years-150726913517,Data Scientist
Data Science & Machine Learning Engineer,Beon Consult,Hyderabad,3-8 Yrs,3.0,8.0,Not Available,,,"Agile, Data Science, German, Google Cloud, Machine Learning, Monitoring, Process Automation, System Design",Data Scientist,Machine Learning,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-science-machine-learning-engineer-beon-consult-hyderabad-3-to-8-years-260625502580,Data Scientist
"Snowflake, ETL, DBT Developer",Betanxt,Hybrid - Bengaluru,4-8 Yrs,4.0,8.0,Not Available,,,"Dbt, Development, ETL, Snowflake",ETL / Data Integration,Etl,Naukri,1 week ago,Hybrid,https://www.naukri.com/job-listings-snowflake-etl-dbt-developer-betanxt-bengaluru-4-to-8-years-110626008039,ETL / Data Integration
Software Eng - Fabric / Power BI Developer & AI Data Agent Specialist,Beyond Key,Hyderabad,2-4 Yrs,2.0,4.0,Not Available,,,"BI, Bi Development, Business Intelligence, C++, Data Warehousing, PL/SQL, SQL, T-Sql",Business Intelligence,Power Bi,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-software-eng-fabric-power-bi-developer-ai-data-agent-specialist-beyond-key-systems-pvt-ltd-hyderabad-2-to-4-years-080526500003,Business Intelligence
Oracle Pl Sql Developer,Big 4 Firm,Delhi / NCR,4-9 Yrs,4.0,9.0,Not Available,,,"Control-M, Data Integration, Development, Lamda, Oracle Plsql, S3, Snowflake, Terraform",SQL / Database,Sql,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-oracle-pl-sql-developer-quantaleap-delhi-ncr-4-to-9-years-220726034897,SQL / Database
Power BI support Engineer,Big 4 IT Consulting,Bengaluru,3-5 Yrs,3.0,5.0,Not Available,,,"Dax, Dax Queries, L2, L3, Power BI, Power Bi Desktop, Sharepoint, Support, Ticketing Tools",Business Intelligence,Power Bi,Naukri,2 days ago,On-site,https://www.naukri.com/job-listings-power-bi-support-engineer-the-glove-bengaluru-3-to-5-years-280726031972,Business Intelligence
Data Engineer,Big Service Based org,"Hybrid - Hyderabad, Coimbatore, Bengaluru",4-9 Yrs,4.0,9.0,Not Available,,,Not Available,Data Engineering,Data Engineer,Naukri,3+ weeks ago,Hybrid,https://www.naukri.com/job-listings-data-engineer-covenantminds-hyderabad-coimbatore-bengaluru-4-to-9-years-300626031033,Data Engineering
Microsoft Dotnet & SQL Developers,Bigsun Technologies,Mumbai,2-3 Yrs,2.0,3.0,Not Available,,,"C++, Coding, Data Structures, Database Design, Dcom, SSIS, Ssrs, Xslt",SQL / Database,Sql,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-microsoft-dotnet-sql-developers-bigsun-technologies-pvt-ltd-mumbai-2-to-3-years-100723500332,SQL / Database
SQL Developer,Billions United,Bengaluru,0-2 Yrs,0.0,2.0,Not Available,,,"Analysis, Database Administration, Database Management System, Dbms, Modeling, Oracle, Sql Development, Sql Queries",SQL / Database,Sql,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-sql-developer-billions-united-bengaluru-0-to-2-years-250725500805,SQL / Database
Research Analyst,"Biltrax Const, Data Research Insight",Mumbai,3-5 Yrs,3.0,5.0,Not Available,,,"Company Profiling, Data Collection, Infrastructure, Research, Research Analysis, Research Analyst, Secondary Research, Senior Management",Research Analyst,Research Analyst,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-research-analyst-biltrax-const-data-research-insight-mumbai-3-to-5-years-190925502551,Research Analyst
OAF Developer + PL/SQL,Binarystar SearchX,Gurugram,6-11 Yrs,6.0,11.0,Not Available,,,"Erp Modules, Financials And Scm, Oaf, Oaf Customization, Oracle Pl, Oracle SQL, Oracle Workflow Builder, Scm, Sql Developer",SQL / Database,Sql,Naukri,1 week ago,On-site,https://www.naukri.com/job-listings-oaf-developer-pl-sql-binarystar-searchx-gurugram-6-to-11-years-230726022404,SQL / Database
Data Scientist,Biocube,Noida,0-3 Yrs,0.0,3.0,Not Available,,,"Algorithms, Data Analysis, Data Analytics, Machine Learning, Modeling, Natural Language Processing, Predictive, Python",Data Scientist,Data Scientist,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-data-scientist-biocube-noida-0-to-3-years-151025503604,Data Scientist
Lead-Machine Learning Engineer AI For Manufacturing,Biological E,Shamirpet,5-8 Yrs,5.0,8.0,Not Available,,,"Aiml, Cpa, Cqa, Data Science, Machine Learning, Manufacturing, Mes, Scada",Machine Learning / AI,Machine Learning,Naukri,3+ weeks ago,On-site,https://www.naukri.com/job-listings-lead-machine-learning-engineer-ai-for-manufacturing-biological-e-shamirpet-5-to-8-years-290626033190,Machine Learning / AI
